API_WellNo,Cnty,Well_Type,Well_Status,Producing_name,Producing_formation,Proposed_depth,Surface_Longitude,Surface_Latitude,Bottom_hole_longitude,Bottom_hole_latitude,True_vertical_depth,Measured_depth,GasProd,OilProd,WaterProd,Year
85218356176550,CountyA,Oil,Active,Field2,Formation2,4165,-98.181750327929,30.335324347357794,-98.181750327929,30.335324347357794,2943,4310,-3946.785745839784,1310.2351754276942,325,2015
88964803918592,CountyB,Oil,Inactive,Field2,Formation1,1323,-98.16595490146567,35.69889684871316,-98.16595490146567,35.69889684871316,819,1071,-3922.331498916622,1369.4878064281684,815,2005
97026999554324,CountyB,Gas,Inactive,Field1,Formation2,3838,-96.95757757040462,37.624586857406904,-96.95757757040462,37.624586857406904,2856,1821,-3932.5267192300007,1377.3574833665143,95,2000
57842819299515,CountyB,Gas,Active,Field3,Formation2,4810,-94.75243568367762,38.76765636761749,-94.75243568367762,38.76765636761749,2796,4470,-3742.538765523618,1462.0413036434345,196,2020
38019773419629,CountyC,Gas,Active,Field3,Formation1,4433,-95.68054981357884,33.42081748715908,-95.68054981357884,33.42081748715908,1200,1815,-3833.4570460364876,1363.0444280539414,107,2000
44838903317024,CountyC,Oil,Inactive,Field3,Formation2,2685,-97.08770859801957,38.21257304672013,-97.08770859801957,38.21257304672013,2941,1403,-3909.5648957617677,1504.273012523518,45,2015
20313978671846,CountyA,Gas,Inactive,Field1,Formation1,4422,-93.8814710527762,31.106317369552073,-93.8814710527762,31.106317369552073,1517,2698,-3685.078845081137,1246.9191943774913,185,2020
67449940185420,CountyB,Gas,Active,Field3,Formation2,2085,-98.60506139347959,38.46452291734518,-98.60506139347959,38.46452291734518,905,5346,-3860.6529553567498,1474.0305535145426,453,2005
69376584373380,CountyC,Oil,Inactive,Field2,Formation2,4712,-97.07855351464782,31.274886623319823,-97.07855351464782,31.274886623319823,1704,3916,-3808.0118454322755,1270.2394041634943,322,2000
65315999613710,CountyC,Oil,Active,Field3,Formation2,3234,-96.33638156706309,33.97287290560367,-96.33638156706309,33.97287290560367,2568,3042,-3895.3441085343134,1346.6731137824884,284,2015
79201606836763,CountyB,Gas,Active,Field3,Formation2,4651,-95.43930015782963,37.972953657795536,-95.43930015782963,37.972953657795536,2198,2953,-3821.4464147199988,1515.4324251203143,82,2005
57137258321430,CountyC,Oil,Inactive,Field2,Formation2,3962,-92.14824038606986,31.49917427348774,-92.14824038606986,31.49917427348774,2106,5963,-3560.3734599040827,1249.9050986273146,649,2020
34117048502892,CountyC,Gas,Active,Field2,Formation2,1541,-98.0032621784164,32.292513952326416,-98.0032621784164,32.292513952326416,654,4293,-3949.2874785977356,1313.6563403455248,326,2000
22698413571981,CountyB,Gas,Inactive,Field3,Formation1,3944,-94.85765561586388,37.22252568393066,-94.85765561586388,37.22252568393066,2351,4702,-3754.114438293045,1442.2554713924023,748,2010
25988564930331,CountyC,Gas,Inactive,Field2,Formation1,2327,-94.07585431137957,37.20036536546074,-94.07585431137957,37.20036536546074,1366,4253,-3676.290110617751,1457.153792260002,448,2015
54403671488828,CountyB,Gas,Inactive,Field1,Formation2,2810,-99.53549587280003,36.41147632885297,-99.53549587280003,36.41147632885297,1058,5991,-4025.192016383183,1412.7364870580966,320,2015
19323465182527,CountyC,Oil,Inactive,Field2,Formation2,1638,-93.92455148098561,36.939484444671,-93.92455148098561,36.939484444671,693,4801,-3690.9587987419827,1431.1883746043777,144,2010
39819176699472,CountyB,Oil,Active,Field1,Formation1,1435,-98.29475876312708,35.42724443347596,-98.29475876312708,35.42724443347596,2946,1255,-3981.4392129022644,1375.8898966513543,277,2005
69300432689608,CountyC,Oil,Inactive,Field2,Formation1,3260,-99.3494840701472,32.51799058906953,-99.3494840701472,32.51799058906953,2827,2931,-3997.5425857049204,1319.677938257866,611,2015
65017776298503,CountyC,Gas,Inactive,Field1,Formation1,2429,-90.51114462746666,33.456959935039194,-90.51114462746666,33.456959935039194,1533,2111,-3509.568134666206,1327.8441914885445,13,2005
49120988107468,CountyB,Gas,Active,Field1,Formation2,3865,-90.34367966925441,31.815977168014257,-90.34367966925441,31.815977168014257,1899,1872,-3596.833670139304,1310.9387264467578,261,2020
37737670418353,CountyC,Gas,Inactive,Field3,Formation2,1961,-91.9160265188354,39.08450561333628,-91.9160265188354,39.08450561333628,2699,5587,-3573.7775890437497,1467.8723819323163,413,2010
21837358348997,CountyB,Oil,Inactive,Field2,Formation2,2157,-96.9538623082663,35.833917947661206,-96.9538623082663,35.833917947661206,2531,2561,-3848.6750053596484,1405.2754585390849,493,2005
43110137011678,CountyB,Oil,Inactive,Field2,Formation1,4007,-99.02327885993616,34.0085141676364,-99.02327885993616,34.0085141676364,1301,5728,-3923.539445275951,1349.4812838487856,46,2020
88686663569354,CountyC,Gas,Inactive,Field2,Formation1,1916,-93.15766973487843,34.62005803644133,-93.15766973487843,34.62005803644133,1052,5457,-3646.687780040688,1393.6527071803375,736,2000
93647956431407,CountyA,Oil,Active,Field1,Formation2,4040,-95.59847506260398,39.472833396118155,-95.59847506260398,39.472833396118155,1947,1893,-3711.7167316315063,1485.5359918132417,915,2015
84528457301121,CountyC,Oil,Active,Field3,Formation1,3962,-98.77961765155221,31.533514031160802,-98.77961765155221,31.533514031160802,2046,3684,-3932.7196574452155,1244.012039073848,655,2010
23759080077667,CountyA,Oil,Inactive,Field2,Formation2,4290,-95.0482308988873,35.86229832016797,-95.0482308988873,35.86229832016797,1229,2246,-3773.881822000628,1428.1054955220493,195,2000
32221884834681,CountyA,Oil,Active,Field3,Formation2,3468,-99.65611478884782,35.05888678884466,-99.65611478884782,35.05888678884466,1512,1746,-3976.690864290776,1353.8288621995512,289,2000
41708885208523,CountyC,Gas,Active,Field3,Formation1,3366,-90.90679597921218,36.114542354346476,-90.90679597921218,36.114542354346476,670,5053,-3518.17489750879,1386.5194003924414,768,2000
45368068822601,CountyA,Oil,Active,Field1,Formation2,4228,-97.41220018399983,30.181101838208406,-97.41220018399983,30.181101838208406,1349,5085,-3868.1670056837065,1239.6360136041228,972,2005
75273829346581,CountyB,Gas,Active,Field2,Formation1,3235,-93.37477715646018,38.72123908944151,-93.37477715646018,38.72123908944151,1293,2006,-3666.7092732628153,1502.3919295653081,431,2015
23748447691101,CountyB,Oil,Inactive,Field3,Formation1,2499,-96.8828892391059,39.32118282483612,-96.8828892391059,39.32118282483612,2088,3740,-3879.244046345633,1429.6377152714358,519,2010
52830659093063,CountyA,Gas,Active,Field2,Formation2,3209,-94.7993197882219,35.65133183589209,-94.7993197882219,35.65133183589209,624,5310,-3773.111035288642,1469.727009238802,789,2015
64631352405297,CountyB,Gas,Inactive,Field2,Formation2,1128,-94.5328972065672,36.966508238768924,-94.5328972065672,36.966508238768924,674,5322,-3796.7751239183444,1450.5641261958745,323,2015
73805755657545,CountyC,Oil,Inactive,Field2,Formation1,1303,-98.15145544474473,39.22499381177296,-98.15145544474473,39.22499381177296,2300,1890,-3820.09393507789,1486.2058181475531,801,2015
94049891289234,CountyB,Gas,Active,Field3,Formation2,4160,-90.30415372235441,37.072386343133985,-90.30415372235441,37.072386343133985,605,3491,-3577.4008478872856,1425.4373085629425,955,2020
77597074850954,CountyA,Gas,Inactive,Field1,Formation1,4966,-92.24867176638885,31.525390429142615,-92.24867176638885,31.525390429142615,2470,3876,-3647.078848209238,1295.2736126000068,428,2020
39086759084330,CountyC,Oil,Active,Field1,Formation2,1916,-90.60501058435811,35.76288360166813,-90.60501058435811,35.76288360166813,2160,2631,-3566.1708924963655,1407.1001507511867,292,2020
94746514868115,CountyB,Gas,Inactive,Field3,Formation1,2185,-91.05172649572351,36.06715046382856,-91.05172649572351,36.06715046382856,537,4703,-3507.8401059389535,1417.8091512444655,376,2020
13386974065489,CountyC,Oil,Inactive,Field2,Formation1,1921,-94.02100021188915,34.24130671302386,-94.02100021188915,34.24130671302386,894,3026,-3715.797494509059,1369.9227794756825,534,2015
79512839657649,CountyA,Gas,Active,Field2,Formation2,2059,-90.78125764976883,37.36444235624723,-90.78125764976883,37.36444235624723,1420,5107,-3476.6757788547548,1436.350575937562,83,2015
22411361305953,CountyB,Oil,Inactive,Field1,Formation2,2250,-99.11507497948081,39.34367014769015,-99.11507497948081,39.34367014769015,1990,4322,-3989.428280186234,1478.6582931845705,766,2010
94423298769773,CountyC,Oil,Active,Field3,Formation1,3198,-98.04017137580855,39.255685129067764,-98.04017137580855,39.255685129067764,1221,1741,-3888.058860679237,1477.6102961353563,372,2010
51958866377462,CountyC,Oil,Inactive,Field3,Formation1,1592,-99.54772711089461,34.50839371404132,-99.54772711089461,34.50839371404132,2530,4008,-4019.1537082077184,1357.837135842216,23,2010
91073526046021,CountyB,Oil,Inactive,Field1,Formation1,3094,-96.74669669236735,31.132380458407553,-96.74669669236735,31.132380458407553,2862,2976,-3730.0773782296983,1306.6537638818654,986,2010
79603617565379,CountyC,Oil,Active,Field3,Formation1,4787,-96.11322710310517,39.848411989623344,-96.11322710310517,39.848411989623344,1808,4662,-3865.0412761067346,1511.0492177976053,908,2010
53359353136486,CountyC,Gas,Active,Field3,Formation2,1939,-97.28650968226104,38.38898086445934,-97.28650968226104,38.38898086445934,2529,4800,-3848.8344486017004,1386.2148057448765,324,2020
28213624105234,CountyA,Gas,Active,Field1,Formation2,3707,-91.7126249084807,31.24662681203267,-91.7126249084807,31.24662681203267,2203,4571,-3553.94240137743,1297.5631897140606,847,2015
56164895962290,CountyA,Oil,Inactive,Field1,Formation2,3278,-96.4324667330641,39.20841882617373,-96.4324667330641,39.20841882617373,2133,3911,-3800.93338178063,1485.0788755223125,315,2010
70741610068444,CountyA,Gas,Active,Field3,Formation1,2562,-97.19065490312619,38.698963620621285,-97.19065490312619,38.698963620621285,1952,4084,-3868.797128100195,1467.0063716043846,549,2005
58823595418698,CountyA,Gas,Active,Field3,Formation2,2001,-94.57303916841751,35.18838057126072,-94.57303916841751,35.18838057126072,864,1773,-3735.142993407547,1369.996552954296,943,2010
32537283798726,CountyA,Gas,Active,Field1,Formation1,4772,-98.59075775025238,35.912754357449295,-98.59075775025238,35.912754357449295,2728,3144,-3927.3473139136636,1425.9216769358827,220,2010
35382710529368,CountyA,Oil,Active,Field1,Formation1,3212,-91.9780301924596,33.9900270387013,-91.9780301924596,33.9900270387013,1233,1992,-3606.251609704404,1373.438837520604,921,2015
65056389331102,CountyB,Oil,Inactive,Field2,Formation2,3771,-99.25449356320229,30.547616388220312,-99.25449356320229,30.547616388220312,743,2838,-3914.530722320369,1244.3684680099177,213,2020
83290183647203,CountyA,Gas,Inactive,Field3,Formation2,3867,-90.13113063399483,33.351972416459006,-90.13113063399483,33.351972416459006,812,4813,-3396.030381620174,1343.9756175895886,471,2000
89262397969454,CountyC,Oil,Inactive,Field3,Formation1,2610,-92.27755230703343,38.02853448598012,-92.27755230703343,38.02853448598012,575,5907,-3641.7522046020636,1426.4219437859708,844,2015
38640194638552,CountyB,Oil,Inactive,Field1,Formation1,2627,-98.01284318465828,30.046320230046028,-98.01284318465828,30.046320230046028,2809,4321,-3969.1323082118683,1216.6675516314274,490,2020
44365349308097,CountyC,Gas,Inactive,Field1,Formation2,2597,-99.94477882876397,33.33499171691144,-99.94477882876397,33.33499171691144,730,4842,-4001.6530438557616,1317.7068623080368,84,2005
19410927427144,CountyA,Oil,Inactive,Field2,Formation1,4137,-91.84538571545166,33.98168693590944,-91.84538571545166,33.98168693590944,1911,4253,-3463.283818889867,1371.1020102073048,384,2000
48050249041484,CountyA,Oil,Active,Field2,Formation2,4991,-92.93142656152384,35.37395602937923,-92.93142656152384,35.37395602937923,1848,2875,-3686.7550564746784,1408.1770268688829,3,2020
28865550576751,CountyC,Oil,Inactive,Field1,Formation2,2103,-92.70992831959012,39.19855616412761,-92.70992831959012,39.19855616412761,1341,4237,-3553.540575707303,1492.7910396056225,706,2020
93972991372213,CountyC,Oil,Active,Field3,Formation1,3187,-92.28729653314055,33.463459943659615,-92.28729653314055,33.463459943659615,1979,1003,-3530.479785953205,1354.7138932626904,113,2015
74491958360441,CountyC,Oil,Active,Field2,Formation1,3447,-99.2595534826591,33.469532018962276,-99.2595534826591,33.469532018962276,1015,1164,-3990.657086218355,1349.6427576519309,214,2020
23859987413412,CountyB,Gas,Active,Field1,Formation1,2955,-96.41534271455727,37.375012481097485,-96.41534271455727,37.375012481097485,2989,5439,-3792.3179817685996,1418.3382721468633,335,2010
18693336457545,CountyA,Oil,Active,Field1,Formation1,1129,-98.8413094047487,34.52217940889807,-98.8413094047487,34.52217940889807,2072,2897,-3860.645639081008,1373.8525488393002,876,2020
20679589340291,CountyC,Oil,Inactive,Field1,Formation1,4032,-91.36896574124407,32.24604822939982,-91.36896574124407,32.24604822939982,2809,4240,-3587.4046741115776,1326.1614438656875,652,2000
53305530134909,CountyA,Gas,Inactive,Field3,Formation2,3813,-93.76701873172442,34.524395161326936,-93.76701873172442,34.524395161326936,1318,3567,-3698.529954591339,1381.9671622785127,166,2020
89753268698030,CountyC,Gas,Inactive,Field1,Formation2,3493,-96.6910197514735,31.408570203798,-96.6910197514735,31.408570203798,1107,4507,-3863.635033271107,1314.937089381816,286,2005
25552533041547,CountyA,Oil,Active,Field1,Formation2,4903,-99.36441649713976,31.763869865062233,-99.36441649713976,31.763869865062233,1022,3559,-4018.958661391631,1311.8043428065826,919,2010
78362315774864,CountyB,Gas,Inactive,Field3,Formation2,1028,-96.89017678284338,34.9836777273948,-96.89017678284338,34.9836777273948,2301,2338,-3876.97271639547,1383.3781483734094,494,2000
20786736725666,CountyA,Oil,Inactive,Field1,Formation1,2225,-96.74816677973253,34.18925449504548,-96.74816677973253,34.18925449504548,1712,5637,-3898.605352324739,1381.485118334048,383,2000
77055222791848,CountyC,Gas,Inactive,Field1,Formation2,2260,-92.70393821661936,39.148459010681,-92.70393821661936,39.148459010681,1536,1612,-3633.4927374180074,1478.0484437857986,846,2015
71308412089628,CountyA,Oil,Inactive,Field2,Formation1,4670,-93.62442528644787,33.623938991166334,-93.62442528644787,33.623938991166334,661,5995,-3719.7199258753258,1318.5516084984654,516,2015
20589170581424,CountyB,Gas,Inactive,Field1,Formation1,2631,-91.12787257423673,35.80588350278043,-91.12787257423673,35.80588350278043,2016,2884,-3544.7043331222994,1391.0704134709167,126,2010
77298322033694,CountyB,Oil,Inactive,Field3,Formation1,1798,-95.2778507483805,36.3226428791953,-95.2778507483805,36.3226428791953,2552,5024,-3841.687319729206,1389.4435058597212,432,2000
43714640892089,CountyA,Gas,Active,Field2,Formation1,2362,-98.80405754061698,30.130944565883336,-98.80405754061698,30.130944565883336,2531,4134,-3923.658865420126,1236.394157272724,85,2005
62496013304060,CountyC,Oil,Active,Field1,Formation1,2422,-92.86755212777005,36.63537372016711,-92.86755212777005,36.63537372016711,701,2055,-3601.701158308056,1412.2713762362898,597,2020
45265370196679,CountyB,Oil,Inactive,Field3,Formation2,4510,-92.39214951383103,31.780359668697514,-92.39214951383103,31.780359668697514,2963,2622,-3719.294257820124,1274.698493692439,906,2020
79113019749511,CountyB,Oil,Active,Field1,Formation1,3336,-94.38722802430503,39.61070317469455,-94.38722802430503,39.61070317469455,1535,4282,-3700.6585727228726,1482.5685411263878,535,2020
45177312285525,CountyA,Gas,Active,Field2,Formation1,4323,-92.29032820045438,31.48662727753113,-92.29032820045438,31.48662727753113,1447,3610,-3553.132960399055,1239.8253152644336,44,2015
75493102302861,CountyB,Gas,Inactive,Field3,Formation2,4024,-95.0620440363561,34.14624123727024,-95.0620440363561,34.14624123727024,1920,4069,-3813.5842527523646,1358.9883736160793,969,2000
64917071817224,CountyB,Oil,Active,Field2,Formation2,4763,-94.77267170618006,30.85349668078644,-94.77267170618006,30.85349668078644,1864,2255,-3655.0049659671176,1271.3675539037165,622,2000
74587303028573,CountyC,Oil,Inactive,Field3,Formation2,1099,-95.72458981641451,39.96874251845947,-95.72458981641451,39.96874251845947,1251,3660,-3765.2785403524226,1478.791347184782,289,2005
40322768429003,CountyC,Oil,Active,Field3,Formation1,2939,-99.74580873255904,35.02195010331243,-99.74580873255904,35.02195010331243,1449,5224,-4022.5410294158723,1392.0298942936208,906,2015
43689973512159,CountyC,Oil,Inactive,Field1,Formation1,4656,-98.92108573006695,35.953850173200436,-98.92108573006695,35.953850173200436,2920,2042,-3948.842740386233,1422.285507770675,696,2005
67771291583763,CountyA,Gas,Active,Field3,Formation1,1421,-99.68570814313266,30.670764773884276,-99.68570814313266,30.670764773884276,1748,5452,-3956.369061530547,1226.5801227378824,234,2000
90413162808372,CountyB,Gas,Active,Field3,Formation1,3690,-93.6358958873622,37.49960470399178,-93.6358958873622,37.49960470399178,1705,2442,-3677.9945247974897,1418.4219981356391,156,2020
96510861642861,CountyA,Gas,Active,Field1,Formation2,1693,-96.85644018923674,32.099055930955856,-96.85644018923674,32.099055930955856,1820,4677,-3815.884209839518,1283.247839529214,405,2015
39170010528771,CountyB,Oil,Active,Field3,Formation2,1705,-94.91429308835298,38.98054289440714,-94.91429308835298,38.98054289440714,1830,5176,-3791.7483340716167,1451.0159948324567,672,2015
22832786854447,CountyB,Oil,Inactive,Field3,Formation2,1017,-90.92433526073907,32.051396404820075,-90.92433526073907,32.051396404820075,930,4686,-3537.7487218351494,1322.0217811687955,504,2015
52808678498138,CountyB,Gas,Active,Field3,Formation2,3518,-97.50707770851125,31.906877206636665,-97.50707770851125,31.906877206636665,2665,2904,-3946.039610270811,1292.8262766965966,711,2020
54894651097523,CountyC,Gas,Inactive,Field3,Formation2,4709,-95.8961707696437,30.365496678480948,-95.8961707696437,30.365496678480948,1087,3713,-3800.36984154962,1252.5245459292585,121,2015
31250973538811,CountyA,Gas,Inactive,Field1,Formation2,3770,-92.44448861456951,34.720669451099994,-92.44448861456951,34.720669451099994,2774,2877,-3667.419812801715,1317.920177167331,944,2010
23505018875395,CountyA,Gas,Active,Field1,Formation1,2030,-97.71201834508378,35.64841133262617,-97.71201834508378,35.64841133262617,1763,1790,-3922.377414383677,1407.0957340708849,223,2015
80698262586159,CountyB,Oil,Active,Field2,Formation1,3466,-99.23020090171207,30.657086394283525,-99.23020090171207,30.657086394283525,2895,1224,-3899.7053863250817,1235.4456999857512,999,2020
48482313730457,CountyA,Oil,Inactive,Field3,Formation2,1379,-97.10248547086232,37.755276166950104,-97.10248547086232,37.755276166950104,640,4034,-3800.5587675134025,1445.3802199304107,876,2015
78011489708857,CountyC,Oil,Active,Field1,Formation2,3555,-98.38778712745996,34.532888347480274,-98.38778712745996,34.532888347480274,703,5875,-3888.9324503276393,1370.2566321359618,22,2010
24371190175831,CountyA,Gas,Inactive,Field3,Formation2,1113,-90.70302347657427,35.2439026932758,-90.70302347657427,35.2439026932758,1503,5232,-3589.7668120623425,1415.1140322278611,196,2010
93889513180236,CountyB,Oil,Active,Field1,Formation2,3899,-91.91879620435583,34.407627469382284,-91.91879620435583,34.407627469382284,2165,1225,-3611.760232702531,1327.4701767565793,478,2015
11049615829569,CountyC,Gas,Inactive,Field2,Formation1,3558,-93.66596243489576,34.00763060875326,-93.66596243489576,34.00763060875326,1360,4405,-3622.6432367458283,1274.7029613233108,284,2000
26534581224829,CountyC,Gas,Active,Field3,Formation1,2619,-91.28539409812282,35.59640331308218,-91.28539409812282,35.59640331308218,1344,4179,-3557.1838592241456,1394.506321445897,517,2000
43232708810440,CountyB,Gas,Active,Field2,Formation1,1850,-91.96327923100885,31.552402459307125,-91.96327923100885,31.552402459307125,2860,1811,-3482.197484551358,1333.8228410204495,307,2005
61541916885133,CountyA,Gas,Inactive,Field2,Formation2,2896,-98.13429941113964,31.81928130495271,-98.13429941113964,31.81928130495271,2438,3492,-3887.0490785872635,1326.4556914473037,344,2010
84199875245423,CountyB,Gas,Inactive,Field2,Formation2,1975,-91.07441001510023,38.61785621013517,-91.07441001510023,38.61785621013517,636,5102,-3544.1180449305093,1470.687890635245,600,2000
20304873665056,CountyA,Oil,Inactive,Field1,Formation2,3661,-94.60657758084349,39.46115462133633,-94.60657758084349,39.46115462133633,2151,5223,-3745.7847022523,1474.2379608926071,990,2005
93085636544663,CountyA,Oil,Active,Field3,Formation1,3516,-91.92559844835938,33.73309316279753,-91.92559844835938,33.73309316279753,2898,5066,-3589.6028771788547,1363.505393985871,889,2000
56783837055933,CountyC,Oil,Active,Field1,Formation1,1092,-91.03908700076506,32.70744673143554,-91.03908700076506,32.70744673143554,2190,5362,-3559.5778418572804,1293.3475132932767,397,2015
66053503790382,CountyB,Gas,Active,Field1,Formation1,2515,-96.81996525028136,36.439995432390155,-96.81996525028136,36.439995432390155,2720,5309,-3805.592828679638,1422.9088300436592,784,2010
65455718220431,CountyC,Oil,Active,Field3,Formation2,4899,-98.89948075472323,34.087341710980965,-98.89948075472323,34.087341710980965,1653,1246,-3897.1389218964323,1364.8202967536897,463,2000
73502134913744,CountyB,Gas,Inactive,Field3,Formation1,2125,-97.72064837458058,30.25386355660345,-97.72064837458058,30.25386355660345,578,2618,-3925.3318917544266,1282.8518366025583,795,2015
68136283750442,CountyB,Oil,Inactive,Field3,Formation1,1492,-95.72892211373744,31.561525973661904,-95.72892211373744,31.561525973661904,1478,2827,-3853.007753364761,1358.0296503143245,776,2005
55110441402099,CountyC,Gas,Active,Field3,Formation2,3810,-91.81985234077507,37.15972228847397,-91.81985234077507,37.15972228847397,1068,4445,-3682.802885693918,1438.8034563913184,114,2015
32000833144444,CountyB,Gas,Active,Field1,Formation1,4607,-91.39269416743656,36.58923941910152,-91.39269416743656,36.58923941910152,2604,1420,-3544.235142026201,1402.0068948348505,635,2005
33140800787027,CountyB,Oil,Active,Field3,Formation2,2508,-99.93047869468809,30.270959925034834,-99.93047869468809,30.270959925034834,2910,3764,-4051.692265043099,1256.134640321071,449,2000
42776672025658,CountyA,Gas,Inactive,Field3,Formation2,4036,-94.89252697422434,32.21972161932949,-94.89252697422434,32.21972161932949,633,2371,-3852.2708783588414,1261.2661428610093,771,2020
31939950569648,CountyB,Oil,Inactive,Field3,Formation2,3526,-95.82588996851221,32.310747965880715,-95.82588996851221,32.310747965880715,2561,5238,-3771.8655681990626,1290.4008708697913,403,2015
19063992034237,CountyB,Oil,Active,Field2,Formation1,3924,-97.7789218952927,36.71892743598728,-97.7789218952927,36.71892743598728,782,3188,-3764.2961188929953,1407.7411249468546,680,2020
40694022185520,CountyC,Oil,Inactive,Field3,Formation1,3035,-98.80134632666318,30.197105377543643,-98.80134632666318,30.197105377543643,626,3612,-3940.370861910154,1241.8254244902264,547,2010
15639158777629,CountyC,Gas,Active,Field3,Formation2,1166,-96.62384828596372,31.041085819845737,-96.62384828596372,31.041085819845737,2526,3080,-3789.267875575604,1279.8360172969865,228,2020
33082965994075,CountyB,Gas,Active,Field1,Formation1,1139,-90.5709029608748,37.999160853731894,-90.5709029608748,37.999160853731894,2295,5324,-3524.453680116362,1429.4185230337423,645,2010
52665787773533,CountyA,Gas,Inactive,Field2,Formation2,1093,-96.76797067979244,31.785446620543336,-96.76797067979244,31.785446620543336,2349,3735,-3843.343016649179,1322.661932196695,243,2000
22358400431566,CountyA,Gas,Inactive,Field1,Formation1,4252,-94.81209378256634,36.52746107851875,-94.81209378256634,36.52746107851875,717,1829,-3694.6508649789284,1413.1917035859237,64,2000
27536676299497,CountyC,Oil,Inactive,Field2,Formation2,1575,-92.96981041104823,32.381827810467264,-92.96981041104823,32.381827810467264,1244,4058,-3663.0042477618445,1309.3131872332162,236,2015
47579147343935,CountyB,Gas,Inactive,Field1,Formation2,4075,-96.36370397620706,30.994413927593452,-96.36370397620706,30.994413927593452,759,1849,-3804.8155831067584,1266.6629802770133,945,2020
97651047655672,CountyB,Oil,Active,Field1,Formation1,1605,-90.28217917279039,32.43172190999454,-90.28217917279039,32.43172190999454,1741,3780,-3498.0240683297184,1314.672814846338,959,2010
87284360804508,CountyA,Oil,Inactive,Field3,Formation2,4460,-90.37552705057888,37.22266931855659,-90.37552705057888,37.22266931855659,2343,2153,-3552.1808752110965,1451.1941895806058,2,2010
62455004535895,CountyA,Gas,Inactive,Field3,Formation2,4343,-97.48217704174635,38.55696468106286,-97.48217704174635,38.55696468106286,2181,5940,-3824.506734610492,1442.245861633799,499,2020
50925335828306,CountyA,Gas,Inactive,Field2,Formation2,2818,-95.02751494107615,38.30219864566992,-95.02751494107615,38.30219864566992,2012,4829,-3760.123734888578,1441.1020539148665,36,2000
40871027154976,CountyC,Oil,Inactive,Field2,Formation2,2155,-96.9912169018323,33.97183529618455,-96.9912169018323,33.97183529618455,1966,3682,-3887.3481030662574,1341.7027316851973,620,2000
73966346819656,CountyB,Gas,Active,Field2,Formation2,1583,-97.15159505622532,36.68085136570646,-97.15159505622532,36.68085136570646,598,4079,-3830.754260632746,1383.3745110558311,249,2010
24666786784388,CountyC,Oil,Active,Field3,Formation1,1815,-99.63113052645467,32.04984295415821,-99.63113052645467,32.04984295415821,681,1402,-4026.4799254122854,1280.7646273609178,2,2015
